Carimbo de data/hora,Por qual meio de divulgação você conheceu a FMP? ,Município de residência,"Se você for morador de Palhoça, selecione o bairro em que você mora. Se morador de outra cidade, preencha bairro e cidade em ""Outros"".",Em que ano/semestre você ingressou na FMP?,Qual curso você faz na FMP?,Qual sua nacionalidade?,Qual a sua faixa etária?,Qual sua cor/raça?,Como você se identifica com relação a seu gênero?,Possui filhos/dependentes?,"Se sim, quantos filhos você possui?",Você concluiu o Ensino Médio em:,Qual a sua escolaridade?,"Se você possui outra graduação, diga qual.","Algum de seus pais ou responsável possui ensino superior completo? Se sim, quem? ",Você possui algum diagnóstico/investigação de deficiência que necessite de adaptação pedagógica?,"Deficiência. Se sim, qual?",Você está trabalhando?,Você trabalha na área do curso em que está matriculado?,Qual sua principal atividade?,Qual sua jornada diária de trabalho?,Qual renda per capita familiar?,Qual sua situação de moradia?,Como você realiza o trajeto até a FMP?,Você tem acesso à internet em casa?,Você possui computador/notebook pessoal?,Você enfrenta dificuldades no uso de tecnologias digitais aplicadas ao seu curso de graduação?  ,Você pratica alguma atividade física?,Você encontra alguma dificuldade ou limitação para frequentar o curso?,"Dificuldade ou limitação. Se sim, qual?",Você segue a FMP nas redes sociais?,Qual meio de comunicação você mais usa para se informar?
10/10/2025 10:45:20,Amigos/familiares,Palhoça,Praia de Fora,2024/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Brasileira,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,Não,Não,,Sim,"Redes Sociais, Whatsapp, Youtube"
10/10/2025 10:46:08,Amigos/familiares,Palhoça,Ponte do Imaruim,2025/01,Tecnólogo em Processos Gerenciais,Brasileira,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,Não,,Sim,Não,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,A pé,Não,Sim,Não,Não,Não,,Não,Redes Sociais
10/10/2025 10:48:04,Amigos/familiares,Palhoça,Centro,2024/02,Tecnólogo em Processos Gerenciais,Brasileira,Entre 51 e 55 anos,Branca,Feminino,Não,,Escola particular,Ensino Médio,,Não,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Bicicleta,Sim,Sim,Sim,Não,Não,,Sim,"Redes Sociais, Televisão, Youtube"
10/10/2025 10:49:50,Amigos/familiares,Palhoça,Passa Vinte,2025/01,Tecnólogo em Processos Gerenciais,Brasileira,Entre 34 e 39 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,"Sim, a mãe",Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Aplicativo de transporte,Sim,Não,Sim,Sim,Não,,Sim,"Redes Sociais, Televisão, Whatsapp, Youtube"
10/10/2025 10:49:52,Amigos/familiares,Palhoça,Bela Vista,2024/02,Tecnólogo em Processos Gerenciais,Brasileira,Entre 34 e 39 anos,Preta,Feminino,Sim,2,Escola particular,Ensino Médio,,"Sim, a mãe",Não,,Não,Não,Desempregado(a)/Só estudo,indefinido,Mais de 6 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Sim,Sim,Não,,Sim,Televisão
10/10/2025 10:50:20,Amigos/familiares,Palhoça,Alto Aririú,2025/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Brasileira,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,"Sim, ambos",Não,,Sim,Não,Autônomo(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"A pé, Ônibus",Sim,Sim,Não,Sim,Não,,Não,Redes Sociais
10/10/2025 11:27:26,Amigos/familiares,Santo Amaro da Imperatriz,Não moro,2025/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Brasileira,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,Não,,Não,Não,Desempregado(a)/Só estudo,indefinido,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,Sim,Não,,Sim,Redes Sociais
10/10/2025 11:27:27,Amigos/familiares,Palhoça,Centro,2025/01,Tecnólogo em Processos Gerenciais,Brasileira,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,"Sim, outro responsável",Não,,Não,Não,Desempregado(a)/Só estudo,indefinido,De 1 a 3 salários mínimos,Moro com a família em residência própria,"Bicicleta, Ônibus, Aplicativo de transporte",Sim,Não,Não,Sim,Não,,Sim,Redes Sociais
10/10/2025 11:51:49,Amigos/familiares,Palhoça,São Sebastião,2024/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Brasileira,Entre 22 e 26 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,"Sim, o pai",Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,Sim,Não,,Sim,"Redes Sociais, Televisão"
10/10/2025 13:24:57,Redes sociais,Palhoça,Pachecos,2024/02,Tecnólogo em Processos Gerenciais,Brasileira,Entre 34 e 39 anos,Parda,Feminino,Sim,2,Escola pública,Superior Completo,,Não,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Moto,Sim,Sim,Sim,Sim,Não,,Sim,"Redes Sociais, Whatsapp, Youtube"
10/10/2025 15:48:00,Redes sociais,Palhoça,Ponte do Imaruim,2025/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Brasileira,Entre 46 e 50 anos,Branca,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,Não,,Não,Não,Do lar,indefinido,Menos de 1 salário mínimo,Moro com a família em residência alugada,A pé,Sim,Sim,Sim,Sim,Não,,Sim,Redes Sociais
10/10/2025 17:33:05,Amigos/familiares,Palhoça,Ponte do Imaruim,2025/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Brasileira,Entre 22 e 26 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,Não,,Sim,Sim,MEI (Microempreendedor individual),indefinido,De 4 a 6 salários mínimos,Moro com a família em residência própria,A pé,Sim,Sim,Não,Não,Sim,"Horário do curso. Como sou uma pessoa com alguns problemas em relação ao horário, tanto pela vida quanto pela medicação, não consigo ter uma rotina minimamente boa na hora de ir pra faculdade de manhã. Acredito que seria bom expandir para outros horários.",Sim,"Jornais/revistas, Redes Sociais, Youtube"
10/10/2025 23:40:49,Amigos/familiares,São José,Não moro,2025/02,Tecnólogo em Processos Gerenciais,Brasileira,Acima de 56 anos,Parda,Masculino,Não,,Escola particular,Ensino Médio,,Não,Não,,Sim,Sim,Autônomo(a),8 horas,Prefiro não responder,Moro sozinho/a em residência própria,Carro,Sim,Sim,Não,Não,Não,,Não,"Rádio, Televisão, Whatsapp"
12/10/2025 00:41:06,"Redes sociais, Divulgação na escola",Palhoça,Guarda do Cubatão,2024/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Brasileira,Entre 16 e 21 anos,Preta,Masculino,Não,,Escola pública,Ensino Médio,,Não,Sim,Autismo ,Não,Não,Desempregado(a)/Só estudo,indefinido,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,Sim,Não,,Não,"Redes Sociais, Whatsapp, Youtube"
13/10/2025 10:54:47,"Redes sociais, Amigos/familiares",Palhoça,Jardim Eldorado,2024/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Brasileira,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,Não,,Sim,Sim,Estagiário(a),4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Moto,Sim,Sim,Não,Sim,Não,,Sim,"Redes Sociais, Televisão, Youtube"
13/10/2025 16:33:00,Amigos/familiares,Palhoça,Pagani,2024/01,Tecnólogo em Processos Gerenciais,Brasileira,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Superior Completo,Nutrição,Não,Não,,Não,Não,MEI (Microempreendedor individual),4 horas,Prefiro não responder,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,Sim,Não,,Sim,Redes Sociais
13/10/2025 18:27:09,Amigos/familiares,Palhoça,Ponte do Imaruim,2024/01,Tecnólogo em Processos Gerenciais,Brasileira,Entre 40 e 45 anos,Parda,Feminino,Sim,2,Escola pública,Superior Completo, EM ANDAMENTO ,Não,Sim,TDAH ,Sim,Não,Funcionário(a) Público(a),6 horas,De 4 a 6 salários mínimos,Moro com a família em residência alugada,Bicicleta,Sim,Sim,Não,Sim,Sim,,Sim,Whatsapp
13/10/2025 23:19:11,"Amigos/familiares, Divulgação na escola",Palhoça,Passa Vinte,2018/02,Pós Graduação em Gestão Empresarial,,Entre 34 e 39 anos,Parda,Feminino,Não,,De forma mista,Pós Graduação,"Sim. Gestão de Recursos Humanos e Administração, cursado na FMP. ",Não,Não,,Sim,Não,Colaborador(a) de empresa privada,indefinido,De 1 a 3 salários mínimos,Moro sozinho/a em residência alugada,Ônibus,Sim,Sim,Sim,Sim,Não,,Sim,Redes Sociais
22/10/2025 14:34:07,"Amigos/familiares, Sites da FMP",Palhoça,Bela Vista,2025/01,Tecnólogo em Processos Gerenciais,Brasileira,Entre 40 e 45 anos,Branca,Feminino,Sim,1,De forma mista,Superior Completo,Farmácia ,"Sim, o pai",Não,,Sim,Sim,Estagiário(a),4 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Sim,Sim,Sim,Financeiramente ,Sim,Whatsapp
