Carimbo de data/hora,Por qual meio de divulgação você conheceu a FMP?,Qual seu município de residência?,"Se você for morador de Palhoça, selecione o bairro em que você mora. Se morador de outra cidade, preencha bairro e cidade em ""Outros"".",Em que ano/semestre você ingressou na FMP?,Qual curso você faz na FMP?,Qual a sua faixa etária?,Qual sua cor/raça?,Como você se identifica com relação a seu gênero?,Possui filhos/dependentes?,"Se sim, quantos filhos você possui?",Você concluiu o Ensino Médio em:,Qual a sua escolaridade?,"Se você possui outra graduação, diga qual.",Você possui algum diagnóstico/investigação de deficiência que necessite de adaptação pedagógica?,"Deficiência. Se sim, qual?",Você está trabalhando?,Você trabalha na área do curso em que está matriculado?,Qual sua principal atividade?,Qual sua jornada diária de trabalho?,Qual sua faixa de renda?,Qual sua situação de moradia?,Como você realiza o trajeto até a FMP?,Você tem acesso à internet em casa?,Você possui computador/notebook pessoal para estudos?,Você possui dificuldades com o uso da tecnologia?,Como você se alimenta na FMP?,Você pratica alguma atividade física?,"Atividade física. Se sim, qual?",Você encontra alguma dificuldade ou limitação para frequentar o curso?,"Dificuldade ou limitação. Se sim, qual",Você segue a FMP no Facebook?,Você segue a FMP no Instagram?,Qual meio de comunicação você mais usa para se informar?
4/10/2024 9:00:51,Amigos/familiares,Palhoça,Guarda do Cubatão,2022/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 22 e 26 anos,Preta,Masculino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Carro,Sim,Sim,Não,Não me alimento,Não,Não faço,Não,,Sim,Sim,"Televisão, Redes Sociais"
4/9/2024 22:05:05,Redes Sociais (Facebook/Instagram),Palhoça,Centro,2023/01,Pedagogia,Entre 40 e 45 anos,Branca,Feminino,Não,,De forma mista,Ensino Médio,,Não,,Não,Não,Do lar,0,Prefiro não responder,Moro sozinho/a em residência própria,Carro,Sim,Sim,Sim,"Normalmente, utiliza a cantina da instituição",Não,Nao ,Não,,Não,Sim,"Televisão, Redes Sociais"
4/10/2024 8:09:13,Amigos/familiares,Palhoça,São Sebastião,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 27 e 33 anos,Preta,Masculino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,.,Não,,Sim,Sim,"Televisão, Redes Sociais"
4/10/2024 18:58:13,Transferência da USJ,São José,,2022/01,Pedagogia,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia ,Não,,Não,Sim,"Televisão, Redes Sociais"
4/10/2024 14:43:31,Pesquisei na Internet,Palhoça,Bela Vista,2024/01,Pedagogia,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola particular,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,10 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,Nada ,Não,Não ,Não,,Não,Sim,"Televisão, Redes Sociais, Jornais/revistas"
4/11/2024 12:16:51,Amigos/familiares,Palhoça,Aririú,2024/01,Pedagogia,Entre 34 e 39 anos,Parda,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,,Sim,Ônibus na saida. Tenho que sair 21:40,Sim,Sim,"Televisão, Redes Sociais, Jornais/revistas"
4/10/2024 8:10:27,Redes Sociais (Facebook/Instagram),Palhoça,Caminho Novo,2022/01,Pedagogia,Entre 16 e 21 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Não,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,.,Não,,Não,Sim,"Televisão, Redes Sociais, Jornais/revistas"
4/10/2024 16:31:07,Amigos/familiares,Palhoça,Bela Vista,2022/01,Pedagogia,Entre 34 e 39 anos,Branca,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,nao ,Não,,Não,Sim,"Televisão, Redes Sociais, Jornais/revistas"
4/10/2024 9:07:24,Pesquisei na Internet,Palhoça,Caminho Novo,2022/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola particular,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia,Não,,Não,Não,"Televisão, Whatsapp"
4/10/2024 18:17:33,Redes Sociais (Facebook/Instagram),Palhoça,Ponte do Imaruim,2022/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro com a família em residência própria,A pé,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,nao,Não,,Não,Sim,"Televisão, Whatsapp, Redes Sociais"
4/10/2024 8:23:08,Amigos/familiares,Palhoça,Ponte do Imaruim,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,"A pé, Bicicleta, Carro",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,"futebol, academia, volei",Não,,Não,Sim,"Televisão, Whatsapp, Redes Sociais"
4/9/2024 21:56:53,Redes Sociais (Facebook/Instagram),Palhoça,Pagani,2020/02,Administração,Entre 51 e 55 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Autônomo(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhada e academia ,Sim,Fico nervosa quando tenho prova esqueço a matéria ,Sim,Sim,"Televisão, Whatsapp, Redes Sociais"
4/11/2024 12:37:43,Amigos/familiares,Palhoça,Praia do Sonho,2022/01,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,De forma mista,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,"Carro, Ônibus",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,,Não,,Não,Sim,"Televisão, Whatsapp, Redes Sociais"
4/10/2024 8:30:39,Amigos/familiares,Palhoça,Bela Vista,2021/01,Administração,Entre 34 e 39 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,MEI (Microempreendedor individual),6 horas,De 4 a 6 salários mínimos,Moro sozinho/a em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Não ,Não,,Não,Sim,"Televisão, Whatsapp, Redes Sociais"
4/10/2024 10:12:08,Amigos/familiares,Palhoça,Caminho Novo,2021/02,Pedagogia,Entre 40 e 45 anos,Parda,Prefiro não declarar,Não,,Escola pública,Superior Completo,Psicologia ,Sim,"Autismo, tempo para realizar tarefas. Demandas claras e objetivas .",Não,Não,Autônomo(a),4 horas,Menos de 1 salário mínimo,Moro sozinho/a em residência alugada,Ônibus,Sim,Sim,Não,Levo o alimento e as vezes uso a cantina ,Não,Nenhuma ,Sim,Saúde mental ,Sim,Sim,"Televisão, Whatsapp, Redes Sociais"
4/11/2024 16:09:59,Amigos/familiares,Palhoça,Enseada do Brito,2023/02,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhada e bicicleta diariamente ,Sim,Distancia por conta do ônibus,Não,Sim,"Televisão, Whatsapp, Redes Sociais"
4/9/2024 21:55:37,Redes Sociais (Facebook/Instagram),Palhoça,Ponte do Imaruim,2019/02,Pedagogia,Entre 27 e 33 anos,Preta,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Autônomo(a),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Bicicleta,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Não realizo atividades físicas ,Não,,Sim,Sim,"Televisão, Whatsapp, Redes Sociais, Jornais/revistas"
4/10/2024 8:12:25,Amigos/familiares,Palhoça,Ponte do Imaruim,2024/01,Tecnólogo em Processos Gerenciais,Entre 46 e 50 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,MEI (Microempreendedor individual),6 horas,De 4 a 6 salários mínimos,Moro com a família em residência própria,Bicicleta,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Musculação ,Não,,Sim,Sim,"Televisão, Whatsapp, Redes Sociais, Jornais/revistas"
4/10/2024 8:20:32,Amigos/familiares,Palhoça,Aririú,2021/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola particular,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência alugada,Ônibus,Sim,Não,Não,Caminho ate a cantina do Sesc pq lá é mais barato (inclusive essa cantina é um absurdo para uma instituição PUBLICA),Sim,Surf ,Não,,Não,Não,"Televisão, Whatsapp, Redes Sociais, Jornais/revistas"
4/10/2024 9:07:32,Amigos/familiares,Palhoça,Ponte do Imaruim,2021/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 27 e 33 anos,Preta,Masculino,Não,,Escola particular,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro de forma compartilhada com colegas/amigos estrangeiros em residência alugada,A pé,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,musculação,Não,,Não,Não,"Televisão, Whatsapp, Youtube, Redes Sociais"
4/10/2024 16:04:56,Amigos/familiares,Palhoça,Passa Vinte,2022/02,Administração,Entre 27 e 33 anos,Parda,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"Carro, Moto",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Vôlei ,Não,,Não,Sim,"Televisão, Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:10:54,Amigos/familiares,Palhoça,Bela Vista,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 27 e 33 anos,Preta,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Mais de 6 salários mínimos,Moro com a família em residência própria,"Carro, Ônibus",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Futebol ,Não,,Não,Sim,"Televisão, Whatsapp, Youtube, Redes Sociais"
4/9/2024 21:52:30,Amigos/familiares,Palhoça,Bela Vista,2024/01,Pedagogia,Entre 27 e 33 anos,Parda,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Não,Sim,Desempregado(a)/Só estudo,4 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Nenhuma,Não,,Sim,Sim,"Televisão, Whatsapp, Youtube, Redes Sociais"
4/10/2024 15:07:08,Amigos/familiares,Palhoça,São Sebastião,2024/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Não,Não,"Normalmente, utiliza a cantina da instituição",Não,Não prático atividades físicas ,Não,Não ,Sim,Sim,"Televisão, Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:05:31,Amigos/familiares,Palhoça,Aririú da Formiga,2022/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,não me alimento a noite.,Não,.,Sim,"distancia e dificuldade de onibus, e horarios dos estagios",Não,Sim,"Televisão, Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:21:34,Amigos/familiares,Palhoça,Ponte do Imaruim,2024/01,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,0,Sim,0,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,"A pé, Bicicleta",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Luta (muay thai),Não,0,Sim,Sim,"Televisão, Youtube, Redes Sociais"
4/17/2024 16:05:44,Redes Sociais (Facebook/Instagram),Palhoça,Centro,2023/02,Pedagogia,Entre 27 e 33 anos,Branca,Masculino,Não,,Escola pública,Superior Completo,Ciências Contábeis,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro sozinho/a em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Musculação,Não,,Não,Sim,"Televisão, Youtube, Redes Sociais"
4/10/2024 8:22:34,Redes Sociais (Facebook/Instagram),São José,,2024/01,Tecnólogo em Processos Gerenciais,Entre 22 e 26 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,escala,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Caminhadas,Sim,,Sim,Sim,"Televisão, Youtube, Redes Sociais, Jornais/revistas"
4/11/2024 19:19:37,Amigos/familiares,Palhoça,Bela Vista,2024/01,Pedagogia,Entre 34 e 39 anos,Parda,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Não,Funcionário(a) Público(a),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,A pé,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia ,Não,,Sim,Sim,Whatsapp
4/12/2024 7:06:16,Amigos/familiares,Palhoça,Ponte do Imaruim,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro com a família em residência própria,A pé,Sim,Sim,Não,Nao como na FMP,Não,,Não,,Não,Não,Whatsapp
4/10/2024 8:19:07,Amigos/familiares,Palhoça,Passa Vinte,2019/01,Administração,Entre 51 e 55 anos,Preta,Feminino,Sim,1,Escola pública,Superior Completo,Tecnólogo em gestão de Turismo ,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"A pé, Ônibus",Sim,Sim,Sim,Tomo café em casa ,Sim,Caminhada até a faculdade ,Sim,"Acompanhar a turma, não tenho a mesma agilidade ",Não,Sim,Whatsapp
4/10/2024 19:06:36,Amigos/familiares,São José,,2022/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Funcionário(a) Público(a),4 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Aplicativo de transporte,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Não ,Não,,Não,Sim,Whatsapp
4/10/2024 19:15:36,Amigos/familiares,Palhoça,Ponte do Imaruim,2022/02,Administração,Acima de 56 anos,Branca,Feminino,Sim,3,Escola pública,Ensino Médio,,Não,,Sim,Não,MEI (Microempreendedor individual),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Bicicleta,Sim,Não,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Bicicleta ,Sim,Coma tecnologia e horarios,Sim,Sim,Whatsapp
4/10/2024 9:32:42,Amigos/familiares,Palhoça,Nova Palhoça,2023/01,Administração,Entre 40 e 45 anos,Prefiro não declarar,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Autônomo(a),8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,"Bicicleta, Carro",Sim,Sim,Sim,Não m alimento na fmp,Não,Nao,Não,,Sim,Sim,Whatsapp
4/10/2024 8:24:59,Amigos/familiares,Palhoça,Bela Vista,2024/01,Tecnólogo em Processos Gerenciais,Entre 34 e 39 anos,Parda,Masculino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,escala,De 1 a 3 salários mínimos,Moro com a família em residência própria,"Bicicleta, Carro, Moto",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Bicicleta ,Não,,Sim,Sim,Whatsapp
4/10/2024 8:14:00,Pesquisei na Internet,Palhoça,Aririú,2022/01,Administração,Entre 34 e 39 anos,Branca,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Não,Não,Do lar,0,Prefiro não responder,Moro com a família em residência própria,"Bicicleta, Ônibus",Sim,Não,Sim,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Ando de bike,Não,,Não,Sim,Whatsapp
5/6/2024 10:06:54,Pesquisei na Internet,Palhoça,Pagani,2024/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 27 e 33 anos,Branca,Feminino,Sim,2,Escola pública,Superior Completo,Publicidade e Propaganda,Sim,,Não,Sim,Do lar,0,De 4 a 6 salários mínimos,Moro com a família em residência alugada,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,,Não,,Não,Sim,Whatsapp
4/10/2024 16:07:14,Amigos/familiares,Palhoça,Aririú,2022/01,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Musculação ,Não,,Não,Sim,Whatsapp
4/10/2024 8:14:58,Amigos/familiares,Santo Amaro,,2023/01,Administração,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia ,Não,,Não,Não,Whatsapp
4/10/2024 8:11:11,Amigos/familiares,Palhoça,Brejarú,2022/01,Administração,Entre 27 e 33 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,11 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Não,Não,Não,Nem sempre,Não,Não faço nada ,Não,,Não,Sim,Whatsapp
4/10/2024 18:23:39,Amigos/familiares,Palhoça,Pagani,2021/01,Administração,Entre 46 e 50 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,Nenhum,Sim,Caminhada e Volei,Não,,Sim,Sim,Whatsapp
4/10/2024 19:14:15,Amigos/familiares,Palhoça,Passagem de Maciambú,2022/02,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Não ,Não,,Sim,Sim,Whatsapp
4/9/2024 21:58:49,Amigos/familiares,Palhoça,Bela Vista,2022/01,Administração,Entre 34 e 39 anos,Negra,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Nenhum,Não,,Não,Sim,Whatsapp
4/10/2024 7:43:48,Amigos/familiares,Palhoça,Pachecos,2023/01,Pedagogia,Entre 40 e 45 anos,Preta,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Funcionário(a) Público(a),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Condicionamento físico ,Não,,Não,Não,Whatsapp
4/10/2024 19:13:42,Redes Sociais (Facebook/Instagram),Palhoça,Barra do Aririú,2022/02,Pedagogia,Entre 40 e 45 anos,Branca,Feminino,Sim,1,De forma mista,Superior Completo,Processos Gerenciais,Não,,Sim,Sim,Funcionário(a) Público(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Não faço.,Não,,Não,Sim,Whatsapp
4/13/2024 13:43:35,Amigos/familiares,Palhoça,Bela Vista,2022/01,Administração,Entre 27 e 33 anos,Branca,Feminino,Sim,1,Escola particular,Ensino Médio,,Não,,Sim,Sim,MEI (Microempreendedor individual),4 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,,Não,,Sim,Sim,Whatsapp
4/10/2024 8:59:18,Amigos/familiares,Palhoça,Alto Aririú,2024/01,Tecnólogo em Processos Gerenciais,Entre 27 e 33 anos,Branca,Feminino,Sim,2,Escola pública,Ensino Médio,,Sim,,Não,Não,Autônomo(a),8 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Carro,Sim,Sim,Não,Nao começou o curso ainda,Sim,Volei,Não,,Sim,Sim,Whatsapp
4/10/2024 9:03:11,Amigos/familiares,Palhoça,Madri,2022/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Estagiário(a),4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,academia,Não,,Não,Sim,Whatsapp
4/10/2024 8:13:00,Amigos/familiares,São José,Não moro,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,N,Não,N,Não,Sim,Whatsapp
4/10/2024 14:01:03,Pesquisei na Internet,São José,,2022/01,Pedagogia,Entre 40 e 45 anos,Branca,Feminino,Sim,3,Escola particular,Superior Completo,Gestao publico ,Não,,Sim,Sim,Estagiário(a),4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Carro,Sim,Sim,Sim,"Normalmente, utiliza a cantina da instituição",Não,Nao ,Não,,Não,Sim,Whatsapp
4/10/2024 21:08:46,Apresentaram na minha antiga escola ,Palhoça,Alto Aririú,2022/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Funcionário(a) Público(a),8 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,,Não,,Não,Sim,Whatsapp
4/11/2024 11:09:02,Amigos/familiares,Palhoça,Nova Palhoça,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Sim,TDAH,Não,Não,Desempregado(a)/Só estudo,4 horas,Prefiro não responder,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,,Não,,Não,Sim,Whatsapp
4/9/2024 21:38:16,Amigos/familiares,Palhoça,Praia de Fora,2020/02,Pedagogia,Entre 22 e 26 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Nenhuma ,Não,,Não,Sim,Whatsapp
4/10/2024 9:42:09,Amigos/familiares,Palhoça,Morretes,2021/01,Pedagogia,Entre 40 e 45 anos,Branca,Feminino,Sim,3,Escola pública,Superior Completo,,Não,,Não,Não,Do lar,0,Prefiro não responder,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Caminhada ,Não,,Sim,Sim,Whatsapp
4/10/2024 8:44:56,Amigos/familiares,Florianópolis,,2020/01,Administração,Entre 34 e 39 anos,Branca,Masculino,Não,,Escola particular,Superior Completo,Publicidade e Propaganda,Não,,Sim,Sim,MEI (Microempreendedor individual),8 horas,Mais de 6 salários mínimos,Moro sozinho/a em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Academia e Corrida,Não,,Não,Sim,Whatsapp
4/10/2024 13:33:32,Amigos/familiares,Palhoça,Aririú,2022/01,Administração,Entre 27 e 33 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"Carro, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Musculação ,Não,,Não,Sim,Whatsapp
4/10/2024 12:48:24,Amigos/familiares,Palhoça,Bela Vista,2021/02,Administração,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola particular,Ensino Médio,,Não,,Sim,Sim,Autônomo(a),9 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"Carro, Moto",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Nao,Não,Nao,Sim,Sim,Whatsapp
4/10/2024 8:19:07,Pesquisei na Internet,São José,,2024/01,Tecnólogo em Processos Gerenciais,Entre 34 e 39 anos,Preta,Feminino,Não,,Escola pública,Ensino Médio,,Sim,Câncer de Mama ,Não,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Caminhada ,Não,,Não,Sim,Whatsapp
