Carimbo de data/hora,Por qual meio de divulgação você conheceu a FMP?,Qual seu município de residência?,"Se você for morador de Palhoça, selecione o bairro em que você mora. Se morador de outra cidade, preencha bairro e cidade em ""Outros"".",Em que ano/semestre você ingressou na FMP?,Qual curso você faz na FMP?,Qual a sua faixa etária?,Qual sua cor/raça?,Como você se identifica com relação a seu gênero?,Possui filhos/dependentes?,"Se sim, quantos filhos você possui?",Você concluiu o Ensino Médio em:,Qual a sua escolaridade?,"Se você possui outra graduação, diga qual.",Você possui algum diagnóstico/investigação de deficiência que necessite de adaptação pedagógica?,"Deficiência. Se sim, qual?",Você está trabalhando?,Você trabalha na área do curso em que está matriculado?,Qual sua principal atividade?,Qual sua jornada diária de trabalho?,Qual sua faixa de renda?,Qual sua situação de moradia?,Como você realiza o trajeto até a FMP?,Você tem acesso à internet em casa?,Você possui computador/notebook pessoal para estudos?,Você possui dificuldades com o uso da tecnologia?,Como você se alimenta na FMP?,Você pratica alguma atividade física?,"Atividade física. Se sim, qual?",Você encontra alguma dificuldade ou limitação para frequentar o curso?,"Dificuldade ou limitação. Se sim, qual",Você segue a FMP no Facebook?,Você segue a FMP no Instagram?,Qual meio de comunicação você mais usa para se informar?
4/10/2024 19:22:30,Redes Sociais (Facebook/Instagram),Palhoça,São Sebastião,2020/02,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Moto,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 9:04:54,Amigos/familiares,Palhoça,Caminho Novo,2021/01,Administração,Entre 34 e 39 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:10:42,Amigos/familiares,Palhoça,São Sebastião,2021/02,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,"Moto, Ônibus",Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,"Vôlei, academia ",Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:13:24,Pesquisei na Internet,Palhoça,Barra do Aririú,2022/01,Pedagogia,Entre 22 e 26 anos,Parda,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Não,Não,Do lar,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,não,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 11:50:22,Transferência assistida ,Florianópolis,,2021/02,Pedagogia,Entre 27 e 33 anos,Preta,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,Menos de 1 salário mínimo,Moro com a família em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,não ,Sim,Ônibus os horários e ter dinheiro para a passagem,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 18:34:24,Amigos/familiares,Palhoça,Bela Vista,2021/01,Administração,Entre 16 e 21 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Não ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:11:22,Amigos/familiares,Palhoça,Pachecos,2022/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,.,Não,,Sim,Sim,"Whatsapp, Redes Sociais"
4/10/2024 2:12:36,Redes Sociais (Facebook/Instagram),Palhoça,Guarda do Cubatão,2023/02,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Não ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 11:20:31,Amigos/familiares,Palhoça,Praia de Fora,2020/01,Pedagogia,Entre 22 e 26 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Crossfit ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 16:26:57,Amigos/familiares,Palhoça,Brejarú,2022/01,Administração,Entre 16 e 21 anos,Preta,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Nao pratico ,Não,,Sim,Sim,"Whatsapp, Redes Sociais"
4/10/2024 0:08:50,Amigos/familiares,Palhoça,Enseada do Brito,2021/01,Administração,Entre 22 e 26 anos,Preta,Feminino,Não,,Escola pública,Superior Completo,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Não ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 19:20:52,Amigos/familiares,Palhoça,Bela Vista,2023/02,Administração,Entre 34 e 39 anos,Branca,Masculino,Sim,1,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,Me alimento em casa,Sim,Caminhadas,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 9:15:57,Amigos/familiares,Santo Amaro,,2022/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Musculação ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 18:56:08,Amigos/familiares,Santo Amaro,,2022/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Caminhada,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:10:06,Amigos/familiares,Palhoça,Barra do Aririú,2021/01,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Sim,"Normalmente, utiliza a cantina da instituição",Sim,"Caminhada, corrida.",Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 10:20:40,Amigos/familiares,Florianópolis,,2022/01,Administração,Acima de 56 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Funcionário(a) Público(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Caminhada,Sim,Matemática ,Sim,Não,"Whatsapp, Redes Sociais"
4/10/2024 19:06:30,Amigos/familiares,Palhoça,Passa Vinte,2020/02,Pedagogia,Entre 34 e 39 anos,Branca,Feminino,Sim,1,Escola pública,Superior Completo,,Não,,Sim,Sim,Funcionário(a) Público(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhada,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 19:06:31,Amigos/familiares,Palhoça,Guarda do Cubatão,2024/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Do lar,0,Mais de 6 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Musculação ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:09:45,Pesquisei na Internet,Palhoça,Pagani,2022/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 27 e 33 anos,Prefiro não declarar,Feminino,Não,,Escola pública,Superior Completo,Direito,Sim,,Sim,Sim,Estagiário(a),6 horas,Mais de 6 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Crossfit,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:40:08,Amigos/familiares,Palhoça,Praia de Fora,2024/01,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Nao,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 10:32:43,Amigos/familiares,Palhoça,Passa Vinte,2023/01,Pedagogia,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Não,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Academia,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 19:08:31,Amigos/familiares,São José,,2024/01,Pedagogia,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Misto, as vezes trago de casa e as vezes utilizo a cantina",Sim,dança ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 11:04:48,Amigos/familiares,Palhoça,Barra do Aririú,2023/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Vôlei,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/9/2024 21:39:27,Site da FMP,Palhoça,São Sebastião,2021/02,Pedagogia,Entre 40 e 45 anos,Branca,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,Funcionário(a) Público(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Não prático ,Sim,Ônibus os horários .,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 9:48:10,Pesquisei na Internet,Palhoça,Barra do Aririú,2022/02,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,Prefiro não responder,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Academia ,Sim,"A dificuldade do ônibus na hora de ir embora, pois tem apenas dois horários de ônibus o de 21:30 ou de 22:30(que praticamente não fica ninguém no ponto).",Não,Sim,"Whatsapp, Redes Sociais"
4/9/2024 23:00:14,Amigos/familiares,Palhoça,Guarda do Embaú,2024/01,Pós Graduação em Gestão Empresarial,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Superior Completo,Gestão de Turismo/Administração ,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Ciclismo e caminhada ,Sim,Poucos horários de ônibus disponível ,Sim,Não,"Whatsapp, Redes Sociais"
4/10/2024 8:47:54,Amigos/familiares,São José,,2021/02,Administração,Entre 22 e 26 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro de forma compartilhada com colegas/amigos estrangeiros em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Nao pratico,Sim,Assimilar trabalho com faculdade ,Não,Sim,"Whatsapp, Redes Sociais"
4/9/2024 21:50:22,Redes Sociais (Facebook/Instagram),Palhoça,Centro,2020/02,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Musculação ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/9/2024 21:41:48,Amigos/familiares,Palhoça,Pagani,2023/01,Administração,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Pós Graduação,Ciências Contábeis ,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 4 a 6 salários mínimos,Moro sozinho/a em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,nenhuma,Sim,tempo,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 19:06:53,Amigos/familiares,Palhoça,Passa Vinte,2020/02,Pedagogia,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro sozinho/a em residência própria,Ônibus,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Não ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 12:19:48,Amigos/familiares,Palhoça,Praia de Fora,2022/01,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"Ônibus, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Nenhuma ,Não,"A alimentação é prejudicada por não ter como esquentar a comida. Por conta dos ônibus, perco horas de aula. ",Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 19:04:47,Amigos/familiares,Palhoça,Ponte do Imaruim,2022/01,Administração,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola particular,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,9 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"A pé, Bicicleta, Carro",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não ,Não,,Não,Sim,"Whatsapp, Redes Sociais, Jornais/revistas"
4/10/2024 15:33:14,Redes Sociais (Facebook/Instagram),Palhoça,Pagani,2024/01,Pedagogia,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Superior Completo,Pedagogia,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"Carro, Moto",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Uso a bicicleta como meio de transporte até o trabalho.,Sim,"Carga horária para início das aulas, é igual ou semelhante ao horário de trabalho.",Sim,Sim,"Whatsapp, Redes Sociais, Jornais/revistas"
4/9/2024 21:52:17,Amigos/familiares,Palhoça,Pachecos,2022/02,Administração,Entre 27 e 33 anos,Preta,Feminino,Não,,Escola pública,Superior Completo,Logística,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"Carro, Ônibus",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Musculação,Sim,Horário e trajeto do ônibus,Não,Sim,"Whatsapp, Redes Sociais, Jornais/revistas"
4/10/2024 8:46:29,Redes Sociais (Facebook/Instagram),Palhoça,Ponte do Imaruim,2023/01,Administração,Entre 34 e 39 anos,Branca,Masculino,Não,,Escola pública,Superior Completo,Logística ,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 4 a 6 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Cross/musculação ,Não,,Sim,Sim,"Whatsapp, Redes Sociais, Jornais/revistas"
4/10/2024 13:42:02,Pesquisei na Internet,Palhoça,Guarda do Cubatão,2022/01,Administração,Entre 34 e 39 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,10 horas,Prefiro não responder,Moro sozinho/a em residência própria,Moto,Sim,Sim,Não,.,Sim,.,Não,,Não,Sim,"Whatsapp, Redes Sociais, Jornais/revistas"
4/12/2024 16:44:31,Amigos/familiares,Palhoça,Ponte do Imaruim,2022/02,Pedagogia,Entre 27 e 33 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),4 horas,Menos de 1 salário mínimo,Moro sozinho/a em residência alugada,A pé,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,,Sim,Quando as datas dos trabalhos e provas são perto ,Não,Não,"Whatsapp, Youtube"
4/11/2024 14:52:34,Amigos/familiares,Biguaçu ,,2022/01,Administração,Entre 34 e 39 anos,Branca,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Autônomo(a),8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Carro,Sim,Sim,Sim,Raramente levo o próprio alimento. Não utilizo a cantina ,Não,,Não,,Não,Não,"Whatsapp, Youtube"
4/10/2024 19:03:47,Amigos/familiares,Palhoça,Bela Vista,2024/01,Pedagogia,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Não,Não,"Normalmente, utiliza a cantina da instituição",Não,Não,Não,,Não,Sim,"Whatsapp, Youtube"
4/10/2024 8:05:56,Pesquisei na Internet,Palhoça,Ponte do Imaruim,2024/01,Tecnólogo em Processos Gerenciais,Entre 40 e 45 anos,Branca,Feminino,Sim,2,Escola pública,Superior Completo,Design de Moda,Não,,Sim,Não,MEI (Microempreendedor individual),4 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,A pé,Sim,Sim,Não,Cantina e de casa,Sim,Corrida,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/9/2024 21:41:46,Amigos/familiares,Palhoça,Ponte do Imaruim,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro com a família em residência própria,A pé,Sim,Sim,Não,não ,Não,não ,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:03:23,Amigos/familiares,Palhoça,Centro,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 22 e 26 anos,Branca,Masculino,Não,,Escola particular,Ensino Médio,,Não,,Não,Não,Do lar,0,Prefiro não responder,Moro com a família em residência própria,"A pé, Ônibus",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Treinos em academia,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:06:15,Amigos/familiares,Palhoça,Pachecos,2022/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Aplicativo de transporte,Sim,Sim,Não,Vou comprar por perto quando não tem o que quero na  cantina.,Não,Nenhuma,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/12/2024 10:17:19,Amigos/familiares,Palhoça,Aririú da Formiga,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Autônomo(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência alugada,Bicicleta,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Vôlei segunda e terça e pedalo todos os dias ,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:33:47,Moro próximo a faculdade ,Palhoça,Ponte do Imaruim,2021/02,Administração,Entre 34 e 39 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Bicicleta,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não pratico.,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:08:50,Amigos/familiares,Palhoça,Nova Palhoça,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 22 e 26 anos,Parda,Masculino,Não,,Escola particular,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Mais de 6 salários mínimos,Moro com a família em residência própria,"Bicicleta, Carro",Sim,Sim,Não,Nao me alimento na FMP,Sim,"Beach tennis, Ciclismo e Academia",Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/9/2024 22:22:54,Amigos/familiares,Palhoça,Bela Vista,2019/01,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,De forma mista,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,Não como ,Sim,Caminhada ,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 19:20:06,Amigos/familiares,Palhoça,Madri,2022/01,Administração,Entre 34 e 39 anos,Branca,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,,Não,,Sim,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 19:33:59,Redes Sociais (Facebook/Instagram),Palhoça,Bela Vista,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 27 e 33 anos,Branca,Masculino,Sim,1,Escola pública,Ensino Médio,tecnico em analise e desenvolvimento de sistema,Não,,Sim,Não,Colaborador(a) de empresa privada,escala,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/12/2024 18:58:08,Amigos/familiares,São José,,2024/01,Administração,Entre 51 e 55 anos,Branca,Masculino,Sim,2,Escola pública,Superior Completo,APENAS ADMINISTRAÇÃO.,Não,,Sim,Sim,Autônomo(a),8 horas,De 4 a 6 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,,Não,,Não,Não,"Whatsapp, Youtube, Redes Sociais"
4/11/2024 20:47:48,Amigos/familiares,Palhoça,Alto Aririú,2024/01,Administração,Entre 16 e 21 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 9:49:37,Pesquisei na Internet,Palhoça,Ponte do Imaruim,2020/01,Administração,Entre 34 e 39 anos,Branca,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,...,Sim,"Pessoal / muitas responsabilidades, filha pequena, falta de tempo extra classe.",Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/13/2024 10:36:58,Amigos/familiares,Palhoça,São Sebastião,2024/01,Pós Graduação em Gestão Empresarial,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Pós Graduação,Graduação em ADM e Pós graduação em Log. e Supply Chain,Não,,Sim,Sim,Colaborador(a) de empresa privada,9 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,"Academia, dança",Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/16/2024 19:04:53,Amigos/familiares,Palhoça,Caminho Novo,2022/02,Administração,Entre 22 e 26 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"Carro, Moto",Sim,Sim,Não,"aguardo a chegada, após a faculdade.",Não,,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/9/2024 22:37:46,Amigos/familiares,Palhoça,Bela Vista,2023/02,Administração,Entre 40 e 45 anos,Parda,Feminino,Sim,3,Escola pública,Ensino Médio,,Não,,Não,Não,Do lar,0,Prefiro não responder,Moro com a família em residência própria,"Carro, Ônibus",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não pratico,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:07:22,Amigos/familiares,Palhoça,Praia de Fora,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Não,Estagiário(a),4 horas,Prefiro não responder,Moro com a família em residência própria,"Carro, Ônibus",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Nenhuma ,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 6:57:35,Amigos/familiares,Palhoça,Aririú,2024/01,Tecnólogo em Processos Gerenciais,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,não,Sim,Controlar ansiedade em período de provas ,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
